TREATY;NAIC_Client;Origine_Ptf;Devise;Subsidiary;Esb;esb_ll
18ZF13677;90670;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18ZF13660; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18ZF14795; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18ZF14797; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18ZF15166; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18ZF19081;0;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18ZF20410;0;Subledger transfer;EUR;18;1;DEUTSCHLAND
18ZF20415;0;Subledger transfer;EUR;18;1;DEUTSCHLAND
18T000364; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T000365; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18U000688; ;Transfer from SGL Paris;AED;18;1;DEUTSCHLAND
18ZF03944; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18ZF03988;88099;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZF12482;93572;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18ZF13748;93572;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
TR0011728; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
TR0011746; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
04T007811;0;SGL PARIS;USD;4;1;PARIS
04T007812;0;SGL PARIS;USD;4;1;PARIS
04T007829; ;SGL PARIS;USD;4;1;PARIS
TR0001499; ;SGL PARIS;INR;4;1;PARIS
TR0001569;0;SGL PARIS;USD;4;1;PARIS
TR0001570;0;SGL PARIS;USD;4;1;PARIS
TR0003045; ;SGL PARIS;BOB;4;1;PARIS
TR0003717; ;SGL PARIS;INR;4;1;PARIS
TR0010289; ;SGL PARIS;EUR;4;1;PARIS
TR0010424; ;SGL PARIS;EUR;4;1;PARIS
TR0010761; ;SGL PARIS;EUR;4;1;PARIS
TR0015190; ;SGL PARIS;EUR;4;1;PARIS
TR0006472; ;SGL PARIS;MAD;4;1;PARIS
TR0007950; ;SGL PARIS;EUR;4;1;PARIS
TR0007953; ;SGL PARIS;EUR;4;1;PARIS
TR0009803; ;SGL PARIS;MAD;4;1;PARIS
TR0010266; ;SGL PARIS;CLF;4;1;PARIS
TR0011024;0;SGL PARIS;CLF;4;1;PARIS
TR0019430; ;SGL PARIS;MAD;4;1;PARIS
TR0025288; ;SGL PARIS;EUR;4;1;PARIS
TRB000007; ;MUTUELLE RE;EUR;4;1;PARIS
TR0016952; ;SGL PARIS;INR;4;1;PARIS
TR0017139; ;SGL PARIS;INR;4;1;PARIS
TR0017698;0;SGL PARIS;COP;4;1;PARIS
TR0017983;0;SGL PARIS;PEN;4;1;PARIS
TR0018204; ;SGL PARIS;XAF;4;1;PARIS
TR0018205; ;SGL PARIS;XAF;4;1;PARIS
TR0018277; ;SGL PARIS;INR;4;1;PARIS
TR0018659; ;SGL PARIS;INR;4;1;PARIS
TR0020810; ;SGL PARIS;EUR;4;1;PARIS
TR0020811; ;SGL PARIS;EUR;4;1;PARIS
TR0021314; ;SGL PARIS;INR;4;1;PARIS
TR0022660; ;SGL PARIS;CLF;4;1;PARIS
TR0023001; ;SGL PARIS;PEN;4;1;PARIS
TR0024934;T9596;SGL PARIS;MXN;4;1;PARIS
04T002552;64688;SGL PARIS;USD;4;1;PARIS
04T002586;64688;SGL PARIS;USD;4;1;PARIS
04T003983; ;SGL PARIS;TND;4;1;PARIS
04ZF14352; ;Subledger transfer;EUR;4;1;PARIS
04ZF19946; ;Subledger transfer;EUR;4;1;PARIS
04T003745; ;SGL PARIS;EUR;4;1;PARIS
04W005775; ;Transfer from SGL Köln;EUR;4;1;PARIS
04T004218; ;SGL PARIS;EUR;4;1;PARIS
04ZF00761; ;Subledger transfer;EUR;4;1;PARIS
04T007266; ;TaRe;JPY;4;1;PARIS
04T007266; ;TaRe;EUR;4;1;PARIS
04ZR43633;0;Ex REVIOS;CLF;4;1;PARIS
04ZF06389; ;Subledger transfer;EUR;4;1;PARIS
04T005029; ;Transfer to SGL Köln;AED;4;1;PARIS
04T005233;0;SGL PARIS;EUR;4;1;PARIS
04T005397; ;SGL PARIS;GBP;4;1;PARIS
04T005398; ;SGL PARIS;EUR;4;1;PARIS
04T005659; ;SGL PARIS;GBP;4;1;PARIS
04T005661; ;SGL PARIS;GBP;4;1;PARIS
04T002751; ;SGL PARIS;EUR;4;1;PARIS
04T006909;0;SGL PARIS;MXN;4;1;PARIS
04T006914;0;SGL PARIS;MXN;4;1;PARIS
04T006915;0;SGL PARIS;MXN;4;1;PARIS
04T006938;0;SGL PARIS;USD;4;1;PARIS
04T006939;0;SGL PARIS;USD;4;1;PARIS
04T006940;0;SGL PARIS;USD;4;1;PARIS
04T007189;0;SGL PARIS;COP;4;1;PARIS
04U007613;T9744;Prevoyance Re;EUR;4;1;PARIS
04T007302; ;TaRe;EUR;4;1;PARIS
04T007307;0;TaRe;EUR;4;1;PARIS
04T007308; ;TaRe;EUR;4;1;PARIS
04T007309; ;TaRe;CLP;4;1;PARIS
04T007309; ;TaRe;EUR;4;1;PARIS
04T007310;T80062;TaRe;USD;4;1;PARIS
04T007315;T80268;TaRe;EUR;4;1;PARIS
04T007317;T80268;TaRe;EUR;4;1;PARIS
04T007319;T9580;TaRe;EUR;4;1;PARIS
04T007330;T80268;TaRe;EUR;4;1;PARIS
04T007331;T80268;TaRe;EUR;4;1;PARIS
04T007384;0;TaRe;EUR;4;1;PARIS
04T007385;0;TaRe;USD;4;1;PARIS
04T007641; ;SGL PARIS;EUR;4;1;PARIS
04T007658; ;TaRe;CLF;4;1;PARIS
04T007658; ;TaRe;EUR;4;1;PARIS
04T007659; ;TaRe;CLF;4;1;PARIS
04T007659; ;TaRe;EUR;4;1;PARIS
14Z10090A;60033;Ex GENERALI USA;USD;27;3;SCOR Global Life USA Reinsurance (Kansas)
14Z10420A; ;Ex GENERALI USA;USD;27;3;SCOR Global Life USA Reinsurance (Kansas)
14T000517;90611;SGL DALLAS;USD;27;1;SCOR Global Life Americas
14ZA04366;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA04714;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0010196;T9606;TaRe;BMD;27;1;SCOR Global Life Americas
TRA016470;65838;SGL DALLAS;USD;27;1;SCOR Global Life Americas
14ZA06201;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0010191;60410;TaRe;USD;27;1;SCOR Global Life Americas
TR0010194;T9606;TaRe;BMD;27;1;SCOR Global Life Americas
TR0010198;T9606;TaRe;BMD;27;1;SCOR Global Life Americas
TR0010480;T9606;TaRe;BMD;27;1;SCOR Global Life Americas
14T001372;68446;SGL DALLAS;USD;27;1;SCOR Global Life Americas
14T001373;68446;SGL DALLAS;USD;27;1;SCOR Global Life Americas
TR0010485;60410;TaRe;USD;27;1;SCOR Global Life Americas
14T001521;0;SGL DALLAS;USD;27;1;SCOR Global Life Americas
14T001522;0;SGL DALLAS;USD;27;1;SCOR Global Life Americas
14T001523;0;SGL DALLAS;USD;27;1;SCOR Global Life Americas
14T001526;60186;SGL DALLAS;USD;27;1;SCOR Global Life Americas
14T001632;0;SGL DALLAS;MXN;27;1;SCOR Global Life Americas
14ZA06228;86231;TaRe;USD;27;1;SCOR Global Life Americas
TRA018240;67466;SGL DALLAS;USD;27;1;SCOR Global Life Americas
TR0026710;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026712;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026713;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026714;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026715;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026716;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026718;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026723;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026724;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026725;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026726;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026728;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026729;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026730;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026731;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026732;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026733;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026734;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026735;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026736;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026737;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026738;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026739;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026740;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026741;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026742;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026743;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026744;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026746;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026751;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026752;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026753;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026754;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026759;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026761;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026762;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026764;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026765;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026766;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026767;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026768;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026769;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026774;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026777;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026778;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026779;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026789;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026790;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026791;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026792;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026793;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026794;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026795;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026797;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026798;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026799;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026800;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026801;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026802;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026803;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026804;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026805;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026806;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026807;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0026808;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0033016;86231;TaRe;USD;27;1;SCOR Global Life Americas
14T001709;0;SGL DALLAS;BRL;27;1;SCOR Global Life Americas
14T001751;T9598;SGL DALLAS;BRL;27;1;SCOR Global Life Americas
14ZA02537;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02597;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02656;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02802;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA03071;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA03409;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA03925;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA06145;86231;TaRe;BRL;27;1;SCOR Global Life Americas
14ZA07885; ;TaRe;USD;27;1;SCOR Global Life Americas
14ZA07890; ;TaRe;USD;27;1;SCOR Global Life Americas
14ZA07892; ;TaRe;BRL;27;1;SCOR Global Life Americas
TR0033015;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0034196;86231;TaRe;USD;27;1;SCOR Global Life Americas
TRA600129;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA600174;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA600175;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA600181;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA701500;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA706610;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA707141;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA707142;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA707143;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA707220;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA707830;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA708752;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA801500;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA806610;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA807141;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA807142;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA807143;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA807220;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA807830;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA903360;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA906710;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA907750;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA907850;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA907921;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA907922;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA908080;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA908370;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAA06330;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAA07760;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAA07981;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAA07982;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAA08540;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAA09020;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAB06610;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAB07860;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAB08752;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAB09640;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAC06610;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAC08751;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAD09471;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAD09472;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAG08540;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAH50006;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAH50022;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAH50028;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAH50037;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAH50046;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRAH50058;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14ZA02344;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0025993;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0025994;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0025995;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0025996;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0025998;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026000;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026002;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026003;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026032;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026033;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026034;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026035;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026036;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026037;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026038;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026039;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026041;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026042;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026043;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026044;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026045;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026046;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026047;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026048;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026049;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026050;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026051;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026052;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026054;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026080;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026081;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026082;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026083;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026084;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026085;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026086;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026088;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026089;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026090;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026091;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026092;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026093;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026094;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026095;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026096;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026097;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0026098;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T000624;88536;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T000657;61212;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T001042;88536;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA008002;68241;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T000626;88536;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T000658;61212;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T001043;88536;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14ZA04980;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T001348;67814;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA018230;97268;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14ZA04895;70688;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14ZA07860; ;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14ZA07899; ;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14ZA07902; ;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14ZA07904; ;TaRe;BRL;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA009960;86231;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA009970;86231;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA011820;88340;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0034140;64580;Ex REVIOS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA013160;68136;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA013330;68136;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T001801;61212;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA014321;65536;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA014322;70025;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T000621;88536;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T000649;61212;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T000902;64688;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA004600;66044;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA006020;93572;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA008170;86231;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T001035;67539;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
14T001194;82627;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TRA006730;61409;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0029675;86375;TaRe;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0030889;67466;SGL DALLAS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0033155;67105;Ex REVIOS;USD;27;2;SCOR Global Life Reinsurance Company of Delaware
TR0005044; ;SGL COLOGNE;USD;18;2;SWITZERLAND
TR0005849; ;SGL COLOGNE;ILS;18;2;SWITZERLAND
TR0022688; ;SGL COLOGNE;TRY;18;2;SWITZERLAND
19T000031; ;SGL LONDON;EUR;19;2;IRELAND
19T000068; ;SGL LONDON;EUR;19;2;IRELAND
19T000069; ;SGL LONDON;EUR;19;2;IRELAND
19T000070; ;SGL LONDON;EUR;19;2;IRELAND
19T000071; ;SGL LONDON;EUR;19;2;IRELAND
19T000072; ;SGL LONDON;EUR;19;2;IRELAND
19T000073; ;SGL LONDON;EUR;19;2;IRELAND
19T000074; ;SGL LONDON;EUR;19;2;IRELAND
19T000075; ;SGL LONDON;GBP;19;2;IRELAND
19T000076; ;SGL LONDON;GBP;19;2;IRELAND
19T000077; ;SGL LONDON;GBP;19;2;IRELAND
19T000079; ;SGL LONDON;GBP;19;2;IRELAND
19T000338; ;SGL LONDON;GBP;19;2;IRELAND
19T000064; ;SGL LONDON;GBP;19;2;IRELAND
19T000631; ;SGL LONDON;GBP;19;2;IRELAND
TR0000454; ;SGL LONDON;INR;19;2;IRELAND
TR0000456; ;SGL LONDON;INR;19;2;IRELAND
TR0000461; ;SGL LONDON;INR;19;2;IRELAND
TR0000462; ;SGL LONDON;INR;19;2;IRELAND
TR0000469; ;SGL LONDON;INR;19;2;IRELAND
TR0001529; ;SGL LONDON;INR;19;2;IRELAND
TR0001735; ;SGL LONDON;INR;19;2;IRELAND
TR0001798; ;SGL LONDON;INR;19;2;IRELAND
19T000005; ;SGL LONDON;USD;19;2;IRELAND
19T000006; ;SGL LONDON;USD;19;2;IRELAND
TR0006650; ;SGL LONDON;GBP;19;2;IRELAND
TR0006651; ;SGL LONDON;GBP;19;2;IRELAND
TR0009559; ;SGL LONDON;CNY;19;2;IRELAND
TR0009628; ;SGL LONDON;CNY;19;2;IRELAND
TR0014946; ;SGL LONDON;GBP;19;2;IRELAND
TR0014947; ;SGL LONDON;GBP;19;2;IRELAND
TR0022006; ;SGL LONDON;GBP;19;2;IRELAND
TR0022007; ;SGL LONDON;GBP;19;2;IRELAND
TR0029097; ;SGL LONDON;GBP;19;2;IRELAND
TR0029098; ;SGL LONDON;GBP;19;2;IRELAND
TR0034316; ;SGL LONDON;GBP;19;2;IRELAND
TR0034919; ;SGL DALLAS;USD;19;2;IRELAND
TR0029467;86231;TaRe;USD;27;1;SCOR Global Life Americas
TR0034424;86231;TaRe;USD;27;1;SCOR Global Life Americas
04T800511; ;SGL PARIS;INR;4;2;SINGAPOUR VIE
04T800527; ;SGL PARIS;INR;4;2;SINGAPOUR VIE
04T800538; ;SGL PARIS;INR;4;2;SINGAPOUR VIE
TR0009326; ;SGL PARIS;NZD;4;2;SINGAPOUR VIE
TR0012900; ;SGL PARIS;THB;4;2;SINGAPOUR VIE
TR0014878; ;SGL PARIS;SGD;4;2;SINGAPOUR VIE
TR0017206; ;SGL PARIS;SGD;4;2;SINGAPOUR VIE
TR0017397; ;SGL PARIS;SGD;4;2;SINGAPOUR VIE
TR0022334; ;SGL PARIS;THB;4;2;SINGAPOUR VIE
TR0024988; ;SGL PARIS;JPY;4;2;SINGAPOUR VIE
TR0018394;A0275;HOLDING SCOR;USD;7;2;HOLDING SCOR SGL
18W000809; ;Transfer from SGL Paris;EUR;18;2;SWITZERLAND
18W000810; ;Transfer from SGL Paris;EUR;18;2;SWITZERLAND
18W000805; ;Transfer from SGL Paris;EUR;18;2;SWITZERLAND
